id,product_id,family_id,manufacturer_id,model_name,full_name,release_year,discontinued_year,status,category,design,driver_type,driver_size_mm,impedance_ohms,sensitivity_db,wireless,anc,predecessor,successor,notes,date_added,fit,msrp_usd,sound_signature,connector_type,detachable_cable,weight_g,spec_confidence
120,HIFIMAN_HE1000,27,9,HE1000,HiFiMan HE1000,2015,,Discontinued,Headphone,Open Back,Planar Magnetic,,35,90,No,No,,HIFIMAN_HE1000V2,Nanometer diaphragm,,Over-Ear,,,,,,Estimated
121,HIFIMAN_HE1000SE,27,9,HE1000se,HiFiMan HE1000se,2020,,Active,Headphone,Open Back,Planar Magnetic,,35,96,No,No,HIFIMAN_HE1000V2,,,,Over-Ear,4000,Analytical,Dual 3.5mm,Yes,450,Verified
122,HIFIMAN_SUSVARA,31,9,Susvara,HiFiMan Susvara,2017,,Active,Headphone,Open Back,Planar Magnetic,,60,83,No,No,,,Reference flagship planar,,Over-Ear,6000,Analytical,Dual 3.5mm,Yes,450,Verified
123,HIFIMAN_EDITIONXS,28,9,Edition XS,HiFiMan Edition XS,2021,,Active,Headphone,Open Back,Planar Magnetic,,18,92,No,No,,,Value Stealth Magnet planar,,Over-Ear,,,,,,Estimated
124,HIFIMAN_DEVA,33,9,Deva,HiFiMan Deva,2019,,Discontinued,Headphone,Open Back,Planar Magnetic,,18,93,Yes,No,,HIFIMAN_DEVAPRO,Optional Bluemini wireless module,,Over-Ear,300,,Dual 3.5mm,Yes,360,Estimated
125,HIFIMAN_DEVAPRO,33,9,Deva Pro,HiFiMan Deva Pro,2021,,Active,Headphone,Open Back,Planar Magnetic,,18,94,Yes,No,HIFIMAN_DEVA,,,,Over-Ear,,,,,,Estimated
126,FOCAL_ELEAR,35,10,Elear,Focal Elear,2016,,Discontinued,Headphone,Open Back,Dynamic,40,80,104,No,No,,,Aluminum-magnesium dome,,Over-Ear,1000,Neutral Bright,3.5mm,Yes,450,Verified
127,FOCAL_CLEAR,35,10,Clear,Focal Clear,2017,,Discontinued,Headphone,Open Back,Dynamic,40,55,104,No,No,,FOCAL_CLEARMG,,,Over-Ear,1500,Neutral,3.5mm,Yes,450,Verified
128,FOCAL_CLEARMG,35,10,Clear MG,Focal Clear MG,2021,,Active,Headphone,Open Back,Dynamic,40,55,104,No,No,FOCAL_CLEAR,,Magnesium dome,,Over-Ear,1500,Neutral,3.5mm,Yes,450,Verified
129,FOCAL_UTOPIA,34,10,Utopia,Focal Utopia,2016,,Discontinued,Headphone,Open Back,Dynamic,40,80,104,No,No,,FOCAL_UTOPIA2022,Beryllium dome flagship,,Over-Ear,4000,Analytical,3.5mm,Yes,490,Verified
130,FOCAL_UTOPIA2022,34,10,Utopia 2022,Focal Utopia 2022,2022,,Active,Headphone,Open Back,Dynamic,40,80,104,No,No,FOCAL_UTOPIA,,,,Over-Ear,5000,Analytical,3.5mm,Yes,490,Verified
131,FOCAL_ELEGIA,36,10,Elegia,Focal Elegia,2018,,Discontinued,Headphone,Closed Back,Dynamic,40,35,105,No,No,,,,,Over-Ear,900,Dark,3.5mm,Yes,430,Verified
132,FOCAL_STELLIA,36,10,Stellia,Focal Stellia,2019,,Active,Headphone,Closed Back,Dynamic,40,35,106,No,No,,,Closed beryllium flagship,,Over-Ear,3000,Dark,3.5mm,Yes,500,Verified
133,FOCAL_CELESTEE,36,10,Celestee,Focal Celestee,2021,,Active,Headphone,Closed Back,Dynamic,40,35,105,No,No,,,,,Over-Ear,1000,U-Shaped,3.5mm,Yes,420,Verified
134,FOCAL_BATHYS,37,10,Bathys,Focal Bathys,2022,,Active,Headphone,Closed Back,Dynamic,40,35,106,Yes,Yes,,FOCAL_BATHYSMG,First Focal wireless ANC,,Over-Ear,800,U-Shaped,3.5mm,Yes,360,Verified
135,FOCAL_BATHYSMG,37,10,Bathys MG,Focal Bathys MG,2025,,Active,Headphone,Closed Back,Dynamic,40,35,106,Yes,Yes,FOCAL_BATHYS,,Magnesium driver edition,,Over-Ear,,,,,,Estimated
136,FOCAL_AZURYS,38,10,Azurys,Focal Azurys,2025,,Active,Headphone,Closed Back,Dynamic,40,35,106,No,No,,,Affordable closed-back,,Over-Ear,500,Neutral,,,335,Verified
137,FOCAL_HADENYS,38,10,Hadenys,Focal Hadenys,2025,,Active,Headphone,Open Back,Dynamic,40,55,100,No,No,,,Affordable open-back,,Over-Ear,1600,Neutral,,,450,Verified
138,BW_P5,39,11,P5,Bowers & Wilkins P5,2010,,Discontinued,Headphone,Closed Back,Dynamic,,32,105,No,No,,,First B&W headphone,,On-Ear,300,,,,215,Estimated
139,BW_P7,39,11,P7,Bowers & Wilkins P7,2013,,Discontinued,Headphone,Closed Back,Dynamic,,22,102,No,No,,,,,Over-Ear,400,,,,290,Estimated
140,BW_P9,39,11,P9 Signature,Bowers & Wilkins P9 Signature,2016,,Discontinued,Headphone,Closed Back,Dynamic,,30,104,No,No,,,,,Over-Ear,900,Warm,,,350,Estimated
141,BW_PX,40,11,PX,Bowers & Wilkins PX,2017,,Discontinued,Headphone,Closed Back,Dynamic,,32,100,Yes,Yes,,BW_PX7,,,Over-Ear,380,,Wireless,,275,Estimated
142,BW_PX7,40,11,PX7,Bowers & Wilkins PX7,2019,,Discontinued,Headphone,Closed Back,Dynamic,,22,100,Yes,Yes,BW_PX,BW_PX7S2,,,Over-Ear,380,,Wireless,No,,Estimated
143,BW_PX7S2,40,11,Px7 S2,Bowers & Wilkins Px7 S2,2022,,Discontinued,Headphone,Closed Back,Dynamic,,22,100,Yes,Yes,BW_PX7,BW_PX7S2E,,,Over-Ear,380,Warm,Wireless,No,307,Estimated
144,BW_PX7S2E,40,11,Px7 S2e,Bowers & Wilkins Px7 S2e,2023,,Discontinued,Headphone,Closed Back,Dynamic,,22,100,Yes,Yes,BW_PX7S2,BW_PX7S3,,,Over-Ear,,,,,,Estimated
145,BW_PX7S3,40,11,Px7 S3,Bowers & Wilkins Px7 S3,2025,,Active,Headphone,Closed Back,Dynamic,,22,100,Yes,Yes,BW_PX7S2E,,,,Over-Ear,380,,,,,Estimated
146,BW_PX8,40,11,Px8,Bowers & Wilkins Px8,2022,,Active,Headphone,Closed Back,Dynamic,,22,100,Yes,Yes,,BW_PX8S2,Carbon cone drivers,,Over-Ear,700,Warm,Wireless,No,309,Estimated
147,BW_PX8S2,40,11,Px8 S2,Bowers & Wilkins Px8 S2,2025,,Active,Headphone,Closed Back,Dynamic,,22,100,Yes,Yes,BW_PX8,,,,Over-Ear,,,,,,Estimated
148,GRADO_SR60X,41,12,SR60x,Grado SR60x,2021,,Active,Headphone,Open Back,Dynamic,,32,99,No,No,,,,,On-Ear,100,Bright,3.5mm,No,175,Verified
149,GRADO_SR80X,41,12,SR80x,Grado SR80x,2021,,Active,Headphone,Open Back,Dynamic,,32,99,No,No,,,Longest-running Grado model,,On-Ear,125,Bright,3.5mm,No,175,Verified
150,GRADO_SR325X,41,12,SR325x,Grado SR325x,2021,,Active,Headphone,Open Back,Dynamic,,32,99,No,No,,,Metal housing,,On-Ear,350,Bright,3.5mm,No,190,Verified
151,GRADO_RS1X,42,12,RS1x,Grado RS1x,2021,,Active,Headphone,Open Back,Dynamic,,32,99,No,No,,,Tri-wood housing,,On-Ear,700,Neutral Bright,3.5mm,No,290,Verified
152,GRADO_RS2X,42,12,RS2x,Grado RS2x,2021,,Active,Headphone,Open Back,Dynamic,,32,99,No,No,,,,,On-Ear,500,Neutral Bright,3.5mm,No,260,Verified
153,GRADO_GS3000X,43,12,GS3000x,Grado GS3000x,2021,,Active,Headphone,Open Back,Dynamic,,32,99,No,No,,,Cocobolo flagship,,On-Ear,1700,Bright,3.5mm,No,350,Verified
154,GRADO_HEMP,41,12,Hemp,Grado Hemp Headphone,2020,,Discontinued,Headphone,Open Back,Dynamic,,32,99,No,No,,,Limited hemp-housing model,,On-Ear,420,,3.5mm,No,220,Estimated
155,GRADO_GW100X,44,12,GW100x,Grado GW100x,2021,,Active,Headphone,Open Back,Dynamic,,32,99,Yes,No,,,Wireless open-back,,On-Ear,300,,,Yes,265,Verified
156,MEZE_99CLASSICS,45,13,99 Classics,Meze 99 Classics,2015,,Active,Headphone,Closed Back,Dynamic,40,32,103,No,No,,,Walnut wood earcups,,Over-Ear,310,Warm,3.5mm,Yes,260,Verified
157,MEZE_99NEO,45,13,99 Neo,Meze 99 Neo,2017,,Active,Headphone,Closed Back,Dynamic,40,26,103,No,No,,,,,Over-Ear,,,,,,Estimated
158,MEZE_109PRO,45,13,109 Pro,Meze 109 Pro,2022,,Active,Headphone,Open Back,Dynamic,50,40,112,No,No,,,Open-back dynamic,,Over-Ear,800,Warm Neutral,3.5mm,Yes,332,Verified
159,MEZE_105AER,45,13,105 AER,Meze 105 AER,2024,,Active,Headphone,Open Back,Dynamic,50,40,112,No,No,,,,,Over-Ear,,,,,,Estimated
160,MEZE_EMPYREAN,46,13,Empyrean,Meze Empyrean,2018,,Active,Headphone,Open Back,Planar Magnetic,,31.6,100,No,No,,,Isodynamic hybrid array,,Over-Ear,3000,Warm,mini-XLR,Yes,430,Verified
161,MEZE_ELITE,46,13,Elite,Meze Elite,2021,,Active,Headphone,Open Back,Planar Magnetic,,31.6,101,No,No,,,Flagship planar,,Over-Ear,4000,Warm,mini-XLR,Yes,430,Verified
162,MEZE_LIRIC,46,13,Liric,Meze Liric,2022,,Active,Headphone,Closed Back,Planar Magnetic,,31.6,101,No,No,,MEZE_LIRIC2,Closed planar,,Over-Ear,2000,Warm Neutral,3.5mm,Yes,333,Verified
163,MEZE_LIRIC2,46,13,Liric 2nd Gen,Meze Liric 2nd Generation,2024,,Active,Headphone,Closed Back,Planar Magnetic,,31.6,102,No,No,MEZE_LIRIC,,,,Over-Ear,,,,,,Estimated
164,MEZE_POET,46,13,Poet,Meze Poet,2024,,Active,Headphone,Open Back,Planar Magnetic,50,40,112,No,No,,,,,Over-Ear,,,,,,Estimated
165,DCA_AEONFLOW,47,14,Aeon Flow,Dan Clark Audio Aeon Flow,2017,,Discontinued,Headphone,Closed Back,Planar Magnetic,,13,92,No,No,,,Originally MrSpeakers,,Over-Ear,,,,,,Estimated
166,DCA_AEON2,47,14,Aeon 2,Dan Clark Audio Aeon 2,2019,,Active,Headphone,Closed Back,Planar Magnetic,,13,92,No,No,,,,,Over-Ear,,,,,,Estimated
167,DCA_AEON2NOIRE,47,14,Aeon 2 Noire,Dan Clark Audio Aeon 2 Noire,2020,,Active,Headphone,Closed Back,Planar Magnetic,,13,92,No,No,,,,,Over-Ear,800,,mini-XLR,Yes,295,Estimated
168,DCA_ETHER2,48,14,Ether 2,Dan Clark Audio Ether 2,2018,,Active,Headphone,Open Back,Planar Magnetic,,16,88,No,No,,,,,Over-Ear,1500,Warm Neutral,mini-XLR,Yes,290,Verified
169,DCA_STEALTH,49,14,Stealth,Dan Clark Audio Stealth,2021,,Active,Headphone,Closed Back,Planar Magnetic,,23,86,No,No,,,"AMTS tuning, closed flagship",,Over-Ear,4000,Analytical,mini-XLR,Yes,415,Verified
170,DCA_EXPANSE,49,14,Expanse,Dan Clark Audio Expanse,2022,,Active,Headphone,Open Back,Planar Magnetic,,23,91,No,No,,,Open-back sibling of Stealth,,Over-Ear,4000,Neutral Bright,mini-XLR,Yes,415,Verified
171,DCA_E3,49,14,E3,Dan Clark Audio E3,2024,,Active,Headphone,Closed Back,Planar Magnetic,,16,92,No,No,,,Brings AMTS to lower price,,Over-Ear,,,,,,Estimated
172,DCA_CORINA,49,14,Corina,Dan Clark Audio Corina,2023,,Active,Headphone,Open Back,Electrostatic,,23,93,No,No,,,Electrostatic flagship,,Over-Ear,,,,,,Estimated
173,APPLE_AIRPODSMAX,50,15,AirPods Max,Apple AirPods Max,2020,,Discontinued,Headphone,Closed Back,Dynamic,40,35,100,Yes,Yes,,APPLE_AIRPODSMAXUSBC,Lightning port,,Over-Ear,550,V-Shaped,Lightning,No,385,Estimated
174,APPLE_AIRPODSMAXUSBC,50,15,AirPods Max (USB-C),Apple AirPods Max (USB-C),2024,,Active,Headphone,Closed Back,Dynamic,40,35,100,Yes,Yes,APPLE_AIRPODSMAX,,"USB-C, lossless audio support",,Over-Ear,550,V-Shaped,USB-C,No,385,Estimated
175,BEATS_STUDIO2,51,16,Studio 2,Beats Studio 2 Wireless,2014,,Discontinued,Headphone,Closed Back,Dynamic,40,32,104,Yes,Yes,,BEATS_STUDIO3,,,Over-Ear,,,,,,Estimated
176,BEATS_STUDIO3,51,16,Studio 3,Beats Studio 3 Wireless,2017,,Discontinued,Headphone,Closed Back,Dynamic,40,32,104,Yes,Yes,BEATS_STUDIO2,BEATS_STUDIOPRO,,,Over-Ear,350,V-Shaped,Wireless,No,260,Estimated
177,BEATS_STUDIOPRO,51,16,Studio Pro,Beats Studio Pro,2023,,Active,Headphone,Closed Back,Dynamic,40,32,104,Yes,Yes,BEATS_STUDIO3,,,,Over-Ear,350,V-Shaped,Wireless,No,260,Estimated
178,BEATS_SOLO3,52,16,Solo 3,Beats Solo 3 Wireless,2016,,Discontinued,Headphone,Closed Back,Dynamic,40,32,110,Yes,No,,BEATS_SOLO4,,,On-Ear,200,V-Shaped,Wireless,,215,Estimated
179,BEATS_SOLO4,52,16,Solo 4,Beats Solo 4,2024,,Active,Headphone,Closed Back,Dynamic,40,32,110,Yes,No,BEATS_SOLO3,,,,On-Ear,200,V-Shaped,Wireless,,220,Estimated
180,SHURE_SRH1540,53,17,SRH1540,Shure SRH1540,2014,,Active,Studio,Closed Back,Dynamic,46,46,99,No,No,,,,,Over-Ear,500,Analytical,MMCX,Yes,322,Verified
181,SHURE_SRH1840,53,17,SRH1840,Shure SRH1840,2011,,Active,Studio,Open Back,Dynamic,40,65,99,No,No,,,,,Over-Ear,500,Neutral,3.5mm,Yes,369,Verified
182,SHURE_AONIC50,54,17,AONIC 50,Shure AONIC 50,2020,,Discontinued,Headphone,Closed Back,Dynamic,40,24,96,Yes,Yes,,SHURE_AONIC50G2,,,Over-Ear,,,,,,Estimated
183,SHURE_AONIC50G2,54,17,AONIC 50 Gen 2,Shure AONIC 50 Gen 2,2023,,Active,Headphone,Closed Back,Dynamic,40,24,96,Yes,Yes,SHURE_AONIC50,,,,Over-Ear,,,,,,Estimated
184,STEEL_ARCTIS7,56,18,Arctis 7,SteelSeries Arctis 7,2017,,Discontinued,Gaming,Closed Back,Dynamic,40,32,98,Yes,No,,,,,Over-Ear,150,,,,,Estimated
185,STEEL_ARCTISPRO,56,18,Arctis Pro Wireless,SteelSeries Arctis Pro Wireless,2018,,Discontinued,Gaming,Closed Back,Dynamic,40,32,98,Yes,No,,,,,Over-Ear,330,,,,,Estimated
186,STEEL_NOVAPRO,55,18,Arctis Nova Pro Wireless,SteelSeries Arctis Nova Pro Wireless,2022,,Active,Gaming,Closed Back,Dynamic,40,32,100,Yes,Yes,,,"Dual hot-swap batteries, ANC",,Over-Ear,350,,,,,Estimated
187,STEEL_NOVA7,55,18,Arctis Nova 7,SteelSeries Arctis Nova 7,2022,,Active,Gaming,Closed Back,Dynamic,40,32,98,Yes,No,,,,,Over-Ear,180,,,,,Estimated
188,STEEL_NOVA3,55,18,Arctis Nova 3,SteelSeries Arctis Nova 3,2022,,Active,Gaming,Closed Back,Dynamic,40,32,98,No,No,,,,,Over-Ear,100,,,,,Estimated
189,STEEL_NOVA5,55,18,Arctis Nova 5,SteelSeries Arctis Nova 5,2024,,Active,Gaming,Closed Back,Dynamic,40,32,98,Yes,No,,,,,Over-Ear,130,,,,,Estimated
190,STEEL_NOVAELITE,55,18,Arctis Nova Elite,SteelSeries Arctis Nova Elite,2025,,Active,Gaming,Closed Back,Dynamic,40,32,100,Yes,Yes,,,Simultaneous BT + 2.4GHz,,Over-Ear,600,,,,,Estimated
191,HYPERX_CLOUD2,57,19,Cloud II,HyperX Cloud II,2015,,Active,Gaming,Closed Back,Dynamic,53,60,98,No,No,,,Long-running wired classic,,Over-Ear,100,,,,,Estimated
192,HYPERX_CLOUDALPHA,57,19,Cloud Alpha,HyperX Cloud Alpha,2017,,Active,Gaming,Closed Back,Dynamic,50,65,98,No,No,,,Dual-chamber drivers,,Over-Ear,100,,,,,Estimated
193,HYPERX_CLOUDALPHAW,57,19,Cloud Alpha Wireless,HyperX Cloud Alpha Wireless,2022,,Active,Gaming,Closed Back,Dynamic,50,62,98,Yes,No,,,~300hr battery life,,Over-Ear,200,,,,,Estimated
194,HYPERX_CLOUD3,57,19,Cloud III,HyperX Cloud III,2023,,Active,Gaming,Closed Back,Dynamic,53,60,98,No,No,HYPERX_CLOUD2,,,,Over-Ear,100,,,,,Estimated
195,HYPERX_CLOUD3W,57,19,Cloud III Wireless,HyperX Cloud III Wireless,2023,,Active,Gaming,Closed Back,Dynamic,40,32,98,Yes,No,,,,,Over-Ear,170,,,,,Estimated
196,RAZER_BSV2,58,20,BlackShark V2,Razer BlackShark V2,2020,,Active,Gaming,Closed Back,Dynamic,50,32,100,No,No,,,TriForce Titanium drivers,,Over-Ear,100,,,,,Estimated
197,RAZER_BSV2PRO,58,20,BlackShark V2 Pro,Razer BlackShark V2 Pro,2020,,Active,Gaming,Closed Back,Dynamic,50,32,100,Yes,No,,RAZER_BSV2PRO23,,,Over-Ear,180,,,,,Estimated
198,RAZER_BSV2PRO23,58,20,BlackShark V2 Pro (2023),Razer BlackShark V2 Pro (2023),2023,,Active,Gaming,Closed Back,Dynamic,50,32,100,Yes,No,RAZER_BSV2PRO,,,,Over-Ear,200,,,,,Estimated
199,RAZER_BSV3PRO,58,20,BlackShark V3 Pro,Razer BlackShark V3 Pro,2025,,Active,Gaming,Closed Back,Dynamic,50,32,100,Yes,No,,,HyperClear mic,,Over-Ear,250,,,,,Estimated
200,RAZER_KRAKENV3,59,20,Kraken V3,Razer Kraken V3,2021,,Active,Gaming,Closed Back,Dynamic,50,32,109,No,No,,,,,Over-Ear,100,,,,,Estimated
201,RAZER_KRAKENV4PRO,59,20,Kraken V4 Pro,Razer Kraken V4 Pro,2025,,Active,Gaming,Closed Back,Dynamic,50,32,109,Yes,No,,,,,Over-Ear,250,,,,,Estimated
202,LOGI_GPROX,60,21,G Pro X,Logitech G Pro X,2019,,Discontinued,Gaming,Closed Back,Dynamic,50,35,91,No,No,,LOGI_GPROX2,Blue VO!CE mic,,Over-Ear,130,,,,,Estimated
203,LOGI_GPROX2,60,21,G Pro X 2 Lightspeed,Logitech G Pro X 2 Lightspeed,2023,,Active,Gaming,Closed Back,Dynamic,50,35,91,Yes,No,LOGI_GPROX,,50mm Pro-G Graphene drivers,,Over-Ear,160,,,,,Estimated
204,LOGI_G535,61,21,G535 Lightspeed,Logitech G535 Lightspeed,2021,,Active,Gaming,Closed Back,Dynamic,40,32,93,Yes,No,,,,,Over-Ear,130,,,,,Estimated
205,LOGI_G733,61,21,G733 Lightspeed,Logitech G733 Lightspeed,2020,,Active,Gaming,Closed Back,Dynamic,40,32,88,Yes,No,,,,,Over-Ear,130,,Wireless,,278,Estimated
206,ASTRO_A50G4,62,22,A50 Wireless Gen 4,Astro A50 Wireless (Gen 4),2019,,Discontinued,Gaming,Closed Back,Dynamic,40,32,118,Yes,No,,ASTRO_A50X,,,Over-Ear,330,,Wireless,No,374,Estimated
207,ASTRO_A50X,62,22,A50 X Lightspeed,Astro A50 X Lightspeed,2024,,Active,Gaming,Closed Back,Dynamic,40,32,118,Yes,No,ASTRO_A50G4,,"HDMI base station, multi-console switching",,Over-Ear,380,,Wireless,No,374,Estimated
208,ASTRO_A40TR,62,22,A40 TR,Astro A40 TR,2017,,Active,Gaming,Open Back,Dynamic,40,48,118,No,No,,,,,Over-Ear,150,,3.5mm,No,336,Estimated
209,TB_STEALTH700G2,63,23,Stealth 700 Gen 2,Turtle Beach Stealth 700 Gen 2,2020,,Active,Gaming,Closed Back,Dynamic,50,32,95,Yes,No,,,,,Over-Ear,150,,Wireless,No,322,Estimated
210,TB_STEALTHPRO,63,23,Stealth Pro,Turtle Beach Stealth Pro,2023,,Active,Gaming,Closed Back,Dynamic,50,32,95,Yes,Yes,,,"Swappable batteries, ANC",,Over-Ear,250,,Wireless,No,397,Estimated
211,TB_ATLASAIR,63,23,Atlas Air,Turtle Beach Atlas Air,2024,,Active,Gaming,Open Back,Dynamic,50,32,95,Yes,No,,,Open-back wireless,,Over-Ear,150,,,,,Estimated
212,CORSAIR_VIRTUOSO,64,24,Virtuoso RGB Wireless,Corsair Virtuoso RGB Wireless,2019,,Active,Gaming,Closed Back,Dynamic,50,32,109,Yes,No,,,,,Over-Ear,180,,,,,Estimated
213,CORSAIR_VIRTUOSOXT,64,24,Virtuoso RGB Wireless XT,Corsair Virtuoso RGB Wireless XT,2021,,Active,Gaming,Closed Back,Dynamic,50,32,109,Yes,No,,,,,Over-Ear,170,,,,,Estimated
214,CORSAIR_VIRTUOSOPRO,64,24,Virtuoso Pro,Corsair Virtuoso Pro,2023,,Active,Gaming,Open Back,Dynamic,50,32,109,No,No,,,"Open-back, graphene drivers",,Over-Ear,150,,,,,Estimated
215,CORSAIR_HS80,65,24,HS80 RGB Wireless,Corsair HS80 RGB Wireless,2021,,Active,Gaming,Closed Back,Dynamic,50,32,100,Yes,No,,,,,Over-Ear,100,,Wireless,No,333,Estimated
216,ASUS_DELTAS,66,25,ROG Delta S,ASUS ROG Delta S,2021,,Active,Gaming,Closed Back,Dynamic,40,32,108,No,No,,,"USB-C, quad-DAC",,Over-Ear,100,,,,,Estimated
217,ASUS_DELTA2,66,25,ROG Delta II,ASUS ROG Delta II,2025,,Active,Gaming,Closed Back,Dynamic,40,32,108,Yes,No,,,,,Over-Ear,150,,,,,Estimated
218,ABYSS_AB1266,67,26,AB-1266,Abyss AB-1266,2013,,Active,Headphone,Open Back,Planar Magnetic,,42,88,No,No,,,Reference flagship planar; later revised as Phi and Phi TC,,Over-Ear,5000,,,,480,Estimated
219,ABYSS_DIANA,68,26,Diana,Abyss Diana,2017,,Active,Headphone,Open Back,Planar Magnetic,,42,88,No,No,,ABYSS_DIANAV2,,,Over-Ear,2500,,,,330,Estimated
220,ABYSS_DIANAV2,68,26,Diana V2,Abyss Diana V2,2020,,Active,Headphone,Open Back,Planar Magnetic,,42,88,No,No,ABYSS_DIANA,,,,Over-Ear,3000,,,,330,Estimated
221,ZMF_AUTEUR,70,27,Auteur,ZMF Auteur,2017,,Active,Headphone,Open Back,Dynamic,,300,96,No,No,,,Hand-built wood,,Over-Ear,1500,Warm Neutral,Dual 3.5mm,Yes,430,Verified
222,ZMF_VERITEOPEN,69,27,Verite Open,ZMF Verite Open,2019,,Active,Headphone,Open Back,Dynamic,,300,96,No,No,,,Beryllium-coated driver,,Over-Ear,,,,,,Estimated
223,ZMF_VERITECLOSED,69,27,Verite Closed,ZMF Verite Closed,2019,,Active,Headphone,Closed Back,Dynamic,,300,96,No,No,,,,,Over-Ear,,,,,,Estimated
224,ZMF_ATRIUM,71,27,Atrium,ZMF Atrium,2022,,Active,Headphone,Open Back,Dynamic,,300,96,No,No,,,,,Over-Ear,,,,,,Estimated
225,ZMF_CALDERA,72,27,Caldera,ZMF Caldera,2023,,Active,Headphone,Open Back,Planar Magnetic,,55,96,No,No,,,First ZMF planar,,Over-Ear,2500,Warm,Dual 3.5mm,Yes,430,Verified
226,STAX_SR009,73,28,SR-009,Stax SR-009,2011,,Active,Headphone,Open Back,Electrostatic,,,100,No,No,,,"Electrostatic earspeaker, needs energizer",,Over-Ear,4400,Bright,Electrostatic,,338,Verified
227,STAX_SR009S,73,28,SR-009S,Stax SR-009S,2018,,Active,Headphone,Open Back,Electrostatic,,,101,No,No,,,,,Over-Ear,4400,Bright,Electrostatic,,338,Verified
228,STAX_SRL700,73,28,SR-L700,Stax SR-L700,2015,,Active,Headphone,Open Back,Electrostatic,,,103,No,No,,,,,Over-Ear,900,,Electrostatic,,416,Estimated
229,STAX_X9000,73,28,SR-X9000,Stax SR-X9000,2021,,Active,Headphone,Open Back,Electrostatic,,,104,No,No,,,Flagship electrostatic,,Over-Ear,4500,Bright,Electrostatic,,440,Verified
230,FINAL_D8000,74,29,D8000,Final Audio D8000,2017,,Active,Headphone,Open Back,Planar Magnetic,50,60,98,No,No,,,AFDS planar tech,,Over-Ear,4000,,4.4mm Pentaconn,Yes,523,Verified
231,FINAL_D8000PRO,74,29,D8000 Pro,Final Audio D8000 Pro,2019,,Active,Headphone,Open Back,Planar Magnetic,50,60,98,No,No,,,,,Over-Ear,4500,,4.4mm Pentaconn,Yes,523,Verified
232,FOSTEX_TH900MK2,75,30,TH900 mk2,Fostex TH900 mk2,2015,,Active,Headphone,Closed Back,Dynamic,50,25,100,No,No,,,"Biodynamic driver, urushi finish",,Over-Ear,,Warm,Dual 3.5mm,Yes,,Verified
233,FOSTEX_TH610,75,30,TH610,Fostex TH610,2016,,Discontinued,Headphone,Closed Back,Dynamic,50,25,96,No,No,,,,,Over-Ear,400,Warm,Dual 3.5mm,Yes,390,Verified
234,FOSTEX_TH909,75,30,TH909,Fostex TH909,2018,,Active,Headphone,Open Back,Dynamic,50,25,100,No,No,,,,,Over-Ear,,,,,,Estimated
235,DENON_D5200,76,31,AH-D5200,Denon AH-D5200,2017,,Active,Headphone,Closed Back,Dynamic,50,46,98,No,No,,,"Zebrawood, FreeEdge driver",,Over-Ear,,,,,,Estimated
236,DENON_D7200,76,31,AH-D7200,Denon AH-D7200,2016,,Active,Headphone,Closed Back,Dynamic,50,25,98,No,No,,,,,Over-Ear,,Warm,Dual 3.5mm,Yes,385,Estimated
237,DENON_D9200,76,31,AH-D9200,Denon AH-D9200,2018,,Active,Headphone,Closed Back,Dynamic,50,16,98,No,No,,,Bamboo flagship,,Over-Ear,1000,Warm,Dual 3.5mm,Yes,,Estimated
238,ROSSON_RAD0,77,32,RAD-0,Rosson Audio RAD-0,2020,,Active,Headphone,Open Back,Planar Magnetic,,34,93,No,No,,,Hand-finished resin,,Over-Ear,2600,,,,460,Estimated
239,KENNERTON_ODIN,78,33,Odin,Kennerton Odin,2014,,Active,Headphone,Open Back,Planar Magnetic,,40,95,No,No,,,,,Over-Ear,2000,Warm,,,520,Estimated
240,KENNERTON_THROR,78,33,Thror,Kennerton Thror,2018,,Active,Headphone,Open Back,Planar Magnetic,,42,93,No,No,,,,,Over-Ear,2500,Warm,,Yes,560,Estimated
241,ULTRA_ED5,79,34,Edition 5,Ultrasone Edition 5,2014,,Active,Headphone,Closed Back,Dynamic,40,32,96,No,No,,,S-Logic Plus,,Over-Ear,,,,,,Estimated
242,ULTRA_PERF880,79,34,Performance 880,Ultrasone Performance 880,2014,,Active,Headphone,Closed Back,Dynamic,40,150,96,No,No,,,,,Over-Ear,350,,,,350,Estimated
243,BO_H95,80,35,Beoplay H95,Bang & Olufsen Beoplay H95,2020,,Active,Headphone,Closed Back,Dynamic,,18,100,Yes,Yes,,,Anniversary flagship,,Over-Ear,500,Warm,Wireless,No,351,Estimated
244,BO_HX,80,35,Beoplay HX,Bang & Olufsen Beoplay HX,2021,,Active,Headphone,Closed Back,Dynamic,,18,98,Yes,Yes,,,,,Over-Ear,490,Warm,Wireless,No,371,Estimated
245,BO_H100,80,35,Beoplay H100,Bang & Olufsen Beoplay H100,2024,,Active,Headphone,Closed Back,Dynamic,,18,98,Yes,Yes,,,Luxury flagship,,Over-Ear,850,,Wireless,No,421,Estimated
246,BO_H6,80,35,Beoplay H6,Bang & Olufsen Beoplay H6,2013,,Discontinued,Headphone,Closed Back,Dynamic,,25,104,No,No,,,,,On-Ear,400,V-Shaped,,No,235,Estimated
247,SONOS_ACE,81,36,Ace,Sonos Ace,2024,,Active,Headphone,Closed Back,Dynamic,40,32,100,Yes,Yes,,,First Sonos headphone,,Over-Ear,449,V-Shaped,Wireless,No,312,Estimated
